epochs,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,1.5908476114273071,0.47479116916656494,1.5911437273025513,0.451028436422348
1,1.457737684249878,0.5148376226425171,1.445337176322937,0.4792236387729645
2,1.4197337627410889,0.5404645204544067,1.3984296321868896,0.5361419916152954
3,1.3884822130203247,0.5597407817840576,1.2119125127792358,0.6201019287109375
4,1.3595446348190308,0.5703717470169067,1.5264887809753418,0.5291839838027954
5,1.3425202369689941,0.5761863589286804,1.4063224792480469,0.5591583251953125
6,1.3253116607666016,0.5828952193260193,1.4237521886825562,0.536511242389679
7,1.3137668371200562,0.587514340877533,1.3002173900604248,0.5927337408065796
8,1.3004896640777588,0.5902890563011169,1.3891148567199707,0.5481292605400085
9,1.2819077968597412,0.5969665050506592,1.460587501525879,0.527697741985321
10,1.268743634223938,0.5995199680328369,1.3319190740585327,0.5920379757881165
11,1.2563313245773315,0.6029258966445923,1.1981722116470337,0.608001708984375
12,1.241241455078125,0.6060559749603271,1.220273733139038,0.6055968999862671
13,1.2255779504776,0.6107659935951233,1.258544683456421,0.596148669719696
14,1.2123496532440186,0.6132626533508301,1.1390167474746704,0.6405364871025085
15,1.2002328634262085,0.6168196797370911,1.3545833826065063,0.5878082513809204
16,1.1919788122177124,0.6179884076118469,1.0941684246063232,0.6414886713027954
17,1.1821084022521973,0.6215276122093201,1.1731960773468018,0.6391814947128296
18,1.1717101335525513,0.6231027245521545,1.1630580425262451,0.6263672113418579
19,1.1639913320541382,0.6265543699264526,1.3781036138534546,0.5883697271347046
20,1.1558212041854858,0.628323495388031,1.1050866842269897,0.6155456304550171
21,1.1489057540893555,0.6306083798408508,1.2383618354797363,0.6329620480537415
22,1.1424847841262817,0.6316987872123718,1.3203457593917847,0.5764007568359375
23,1.131318211555481,0.6354754567146301,1.0982087850570679,0.6488708257675171
24,1.1220531463623047,0.6365516185760498,1.2049827575683594,0.613922119140625
25,1.1190767288208008,0.6388662457466125,1.3684744834899902,0.5737945437431335
26,1.1096203327178955,0.6401007175445557,1.1506646871566772,0.6128784418106079
27,1.1001944541931152,0.6433327198028564,1.0386598110198975,0.6568023562431335
28,1.094300627708435,0.6436164975166321,1.2056186199188232,0.6130951046943665
29,1.0869206190109253,0.6447672843933105,1.308905839920044,0.5831969976425171
30,1.0824027061462402,0.6467414498329163,1.2054988145828247,0.6073883175849915
31,1.0757783651351929,0.6486360430717468,1.2717851400375366,0.5862945318222046
32,1.068119764328003,0.6506153345108032,1.237213134765625,0.6286041140556335
33,1.0629518032073975,0.6523950099945068,1.2659504413604736,0.5906006097793579
34,1.0560704469680786,0.6540132761001587,1.254504919052124,0.6144317388534546
35,1.0531156063079834,0.6553308963775635,1.1719369888305664,0.6177123785018921
36,1.0432285070419312,0.6571916937828064,1.098035216331482,0.623553454875946
37,1.0388797521591187,0.6576323509216309,1.0876142978668213,0.6461456418037415
38,1.0299696922302246,0.6603661179542542,1.0829460620880127,0.6604889035224915
39,1.0258355140686035,0.6612227559089661,1.089017629623413,0.6498779058456421
40,1.0230987071990967,0.6625919342041016,1.3019134998321533,0.5802887082099915
41,1.0180041790008545,0.6639587879180908,1.1772915124893188,0.609881579875946
42,1.0119044780731201,0.6652067303657532,1.192026138305664,0.624072253704071
43,1.0051631927490234,0.6673651337623596,1.116798996925354,0.633105456829071
44,0.9991830587387085,0.6674323678016663,1.1255249977111816,0.6386352777481079
45,0.9934728741645813,0.6702592968940735,1.1024996042251587,0.6509155035018921
46,0.9917436838150024,0.6697812080383301,1.257429599761963,0.6117798089981079
47,0.9863249659538269,0.6713773608207703,1.293961524963379,0.6060455441474915
48,0.9832875728607178,0.6713688969612122,1.0237271785736084,0.6668731570243835
49,0.9760546088218689,0.6741235256195068,1.204816222190857,0.6058257818222046
50,0.9735004901885986,0.6746724247932434,1.04443359375,0.6706939935684204
51,0.9697884321212769,0.6754213571548462,1.1579320430755615,0.6251220703125
52,0.9633777737617493,0.6777529120445251,1.4022939205169678,0.5770904421806335
53,0.9574024677276611,0.6785442233085632,1.109641671180725,0.6558014154434204
54,0.9558610916137695,0.6794260740280151,1.2149522304534912,0.6154083013534546
55,0.9509294629096985,0.6801783442497253,1.1406917572021484,0.647125244140625
56,0.943269670009613,0.682464063167572,1.1854168176651,0.6088012456893921
57,0.944409191608429,0.6814584136009216,1.2996922731399536,0.6176788210868835
58,0.9394766092300415,0.6833789348602295,1.1470876932144165,0.6253143548965454
59,0.9376262426376343,0.6839596629142761,1.1681022644042969,0.6301849484443665
60,0.9287757277488708,0.686971127986908,1.241058349609375,0.603930652141571
61,0.9252237677574158,0.6876009106636047,1.050295114517212,0.6760772466659546
62,0.926426112651825,0.6874821782112122,1.4138333797454834,0.5907806158065796
63,0.921099066734314,0.6890375018119812,1.2515385150909424,0.590191662311554
64,0.9153057932853699,0.6904797554016113,1.1024636030197144,0.635754406452179
65,0.9148022532463074,0.6914063692092896,1.188855767250061,0.6204284429550171
66,0.9100894331932068,0.6918895244598389,1.1626232862472534,0.6393798589706421
67,0.9063332080841064,0.6931156516075134,1.2353277206420898,0.612896740436554
68,0.9025530219078064,0.694380521774292,1.1853821277618408,0.6299988031387329
69,0.8977522850036621,0.6948893070220947,1.124809980392456,0.6411498785018921
70,0.8912338018417358,0.6977367401123047,1.2129002809524536,0.6082245111465454
71,0.892294704914093,0.6971752643585205,1.1799952983856201,0.5961974859237671
72,0.8862743973731995,0.6990001201629639,1.20596444606781,0.6177825927734375
73,0.8810878396034241,0.7001205682754517,1.1544781923294067,0.6295562982559204
74,0.8831896781921387,0.6997869610786438,1.3575069904327393,0.5608886480331421
75,0.8727217316627502,0.7031415700912476,1.2430857419967651,0.597564697265625
76,0.8741500973701477,0.7020565867424011,1.280123233795166,0.6078246831893921
77,0.8726183176040649,0.7023341059684753,1.3841439485549927,0.583599865436554
78,0.8626540899276733,0.7053405046463013,1.1636096239089966,0.6423980593681335
79,0.8638346195220947,0.70497065782547,1.2407581806182861,0.6279388666152954
80,0.8592517971992493,0.7062466144561768,1.489884376525879,0.5608490109443665
81,0.8623673319816589,0.7061856985092163,1.2234903573989868,0.625592052936554
82,0.854951798915863,0.7077010273933411,1.0850554704666138,0.6599701046943665
83,0.8545114398002625,0.7083408236503601,1.0925204753875732,0.66064453125
84,0.8438864350318909,0.7107417583465576,1.3608442544937134,0.6124603152275085
85,0.8425800800323486,0.7118776440620422,1.2967886924743652,0.600872814655304
86,0.8427757024765015,0.7115797400474548,1.2105153799057007,0.6125549077987671
87,0.8392152190208435,0.713714063167572,1.1118643283843994,0.6318420171737671
88,0.830885648727417,0.7152902483940125,1.3008180856704712,0.59771728515625
89,0.836895763874054,0.7144620418548584,1.2086020708084106,0.6408630609512329
90,0.8294570446014404,0.715908944606781,1.2173593044281006,0.621356189250946
91,0.8274903297424316,0.7167407274246216,1.2142424583435059,0.6380767822265625
92,0.8297724723815918,0.7160895466804504,1.3114421367645264,0.6159118413925171
93,0.8234301805496216,0.7185134887695312,1.1657812595367432,0.6311706304550171
94,0.8200867772102356,0.7189626097679138,1.2342109680175781,0.6283233761787415
95,0.810044527053833,0.7224465012550354,1.2485681772232056,0.6122100949287415
96,0.8174798488616943,0.7207136750221252,1.226583480834961,0.6214752197265625
97,0.8159008026123047,0.7205947041511536,1.1477535963058472,0.6360138058662415
98,0.8024182915687561,0.724816083908081,1.1356840133666992,0.6435943841934204
99,0.8089986443519592,0.7224280834197998,1.25543212890625,0.613385021686554
